age,businesstravel,department,distancefromhome,education,educationfield,employeeid,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,trainingtimeslastyear,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement
22,Travel_Rarely,Research & Development,1,3,Other,2486,4,Research Scientist,Married,49680,1.0,14,0,3,0,0,3.0,1.0,3.0,3
31,Travel_Rarely,Research & Development,8,5,Life Sciences,2487,5,Sales Executive,Married,131200,1.0,12,2,6,5,7,1.0,4.0,3.0,2
51,Travel_Rarely,Research & Development,1,4,Life Sciences,2488,1,Manager,Married,40330,2.0,14,0,2,2,2,1.0,3.0,3.0,3
37,Travel_Rarely,Research & Development,24,1,Life Sciences,2489,2,Sales Executive,Married,32910,1.0,16,3,2,0,3,2.0,2.0,3.0,2
46,Travel_Rarely,Sales,3,4,Marketing,2490,1,Sales Representative,Divorced,42720,7.0,13,0,3,2,2,3.0,4.0,3.0,4
36,Travel_Rarely,Research & Development,27,3,Technical Degree,2491,4,Research Scientist,Married,50560,7.0,12,0,2,5,7,4.0,1.0,3.0,2
44,Travel_Frequently,Sales,10,4,Life Sciences,2492,1,Research Scientist,Divorced,28440,1.0,12,0,2,2,3,3.0,2.0,2.0,4
37,Travel_Rarely,Research & Development,19,2,Technical Degree,2493,2,Sales Executive,Divorced,27030,2.0,14,0,2,4,7,3.0,2.0,2.0,3
35,Travel_Rarely,Research & Development,15,4,Life Sciences,2494,2,Research Scientist,Single,19040,1.0,22,1,4,7,7,3.0,4.0,3.0,3
33,Travel_Rarely,Research & Development,8,5,Medical,2495,2,Laboratory Technician,Married,82240,6.0,19,0,3,7,6,4.0,1.0,3.0,3
28,Travel_Rarely,Sales,9,3,Medical,2496,2,Sales Executive,Married,47660,1.0,12,0,3,0,3,3.0,4.0,4.0,3
39,Travel_Rarely,Sales,3,4,Marketing,2497,2,Laboratory Technician,Single,26100,7.0,12,0,2,2,2,3.0,3.0,3.0,2
46,Non-Travel,Research & Development,9,2,Life Sciences,2498,2,Manufacturing Director,Single,57310,8.0,17,0,2,2,2,2.0,2.0,3.0,3
40,Travel_Rarely,Research & Development,2,2,Medical,2499,1,Research Director,Married,25390,4.0,12,1,3,0,2,3.0,1.0,2.0,3
42,Travel_Rarely,Research & Development,7,4,Other,2500,2,Laboratory Technician,Married,57140,5.0,11,0,2,0,0,2.0,1.0,2.0,3
35,Non-Travel,Sales,10,1,Life Sciences,2501,2,Research Director,Divorced,43230,2.0,18,3,3,1,7,2.0,4.0,3.0,3
38,Non-Travel,Sales,6,4,Marketing,2502,3,Sales Executive,Divorced,73360,5.0,11,0,3,3,8,1.0,2.0,3.0,3
34,Travel_Frequently,Research & Development,2,1,Life Sciences,2503,1,Manufacturing Director,Married,134990,4.0,23,2,2,0,7,4.0,1.0,2.0,4
37,Travel_Rarely,Research & Development,24,3,Life Sciences,2504,1,Laboratory Technician,Single,137580,1.0,11,1,5,0,8,4.0,1.0,1.0,3
39,Travel_Frequently,Research & Development,2,1,Medical,2505,2,Healthcare Representative,Divorced,51550,2.0,18,1,3,2,2,3.0,4.0,3.0,2
43,Non-Travel,Human Resources,8,5,Medical,2506,3,Sales Executive,Single,22580,4.0,18,0,2,1,2,1.0,3.0,2.0,3
41,Travel_Rarely,Research & Development,3,3,Life Sciences,2507,3,Research Scientist,Single,35970,3.0,13,1,2,1,2,2.0,2.0,1.0,1
41,Travel_Rarely,Research & Development,1,1,Technical Degree,2508,3,Laboratory Technician,Divorced,25150,0.0,18,0,2,13,5,3.0,3.0,4.0,2
30,Travel_Rarely,Sales,26,3,Marketing,2509,2,Manager,Single,44200,9.0,11,0,3,0,2,1.0,3.0,3.0,3
26,Travel_Rarely,Human Resources,2,1,Technical Degree,2510,3,Sales Executive,Married,65780,0.0,15,2,3,1,4,4.0,2.0,3.0,2
46,Travel_Rarely,Research & Development,10,3,Medical,2511,1,Sales Executive,Married,44220,4.0,11,1,2,3,7,4.0,2.0,4.0,3
40,Travel_Rarely,Sales,27,2,Medical,2512,3,Sales Executive,Divorced,102740,4.0,18,0,3,0,3,3.0,4.0,3.0,3
34,Travel_Rarely,Research & Development,2,3,Life Sciences,2513,2,Laboratory Technician,Married,53430,1.0,14,0,5,4,8,2.0,3.0,3.0,2
58,Non-Travel,Research & Development,2,4,Medical,2514,1,Laboratory Technician,Divorced,23760,4.0,12,1,3,14,14,2.0,2.0,2.0,3
35,Travel_Rarely,Research & Development,8,1,Technical Degree,2515,3,Manufacturing Director,Married,53460,0.0,14,0,3,0,3,2.0,3.0,4.0,2
47,Travel_Rarely,Research & Development,19,5,Medical,2516,2,Research Scientist,Divorced,28270,8.0,14,1,3,14,10,3.0,2.0,3.0,3
40,Travel_Rarely,Research & Development,1,4,Life Sciences,2517,2,Manager,Divorced,199430,2.0,13,1,3,7,7,2.0,1.0,3.0,3
54,Travel_Rarely,Sales,27,4,Medical,2518,1,Research Scientist,Married,31310,4.0,14,0,3,1,7,4.0,4.0,2.0,2
31,Travel_Frequently,Sales,8,4,Other,2519,3,Manufacturing Director,Married,25520,2.0,18,0,2,2,2,1.0,1.0,3.0,3
28,Travel_Rarely,Sales,1,2,Life Sciences,2520,3,Manager,Married,44770,1.0,15,0,6,1,2,3.0,1.0,3.0,3
38,Travel_Rarely,Research & Development,19,3,Medical,2521,2,Manufacturing Director,Married,64740,2.0,13,2,3,0,3,2.0,4.0,2.0,1
26,Travel_Rarely,Sales,8,3,Marketing,2522,1,Healthcare Representative,Single,30330,1.0,12,0,2,1,2,3.0,4.0,3.0,2
58,Travel_Frequently,Research & Development,10,4,Technical Degree,2523,1,Sales Representative,Married,29360,2.0,13,1,3,2,2,1.0,3.0,3.0,3
18,Non-Travel,Research & Development,2,3,Life Sciences,2524,3,Sales Representative,Single,186060,1.0,24,2,4,0,0,2.0,3.0,1.0,3
31,Travel_Rarely,Research & Development,2,3,Life Sciences,2525,3,Laboratory Technician,Married,21680,0.0,14,1,2,0,0,4.0,1.0,3.0,3
29,Travel_Rarely,Research & Development,8,2,Medical,2526,1,Manager,Divorced,28530,4.0,14,1,5,2,0,1.0,1.0,3.0,2
45,Non-Travel,Sales,1,4,Technical Degree,2527,1,Research Scientist,Married,170480,4.0,15,0,3,5,7,3.0,3.0,4.0,2
36,Travel_Rarely,Sales,2,3,Technical Degree,2528,5,Laboratory Technician,Married,22900,4.0,11,0,5,0,0,4.0,2.0,3.0,3
43,Travel_Frequently,Sales,8,3,Medical,2529,1,Research Director,Married,36000,1.0,23,0,2,7,7,1.0,4.0,3.0,3
27,Travel_Frequently,Sales,8,4,Life Sciences,2530,5,Research Scientist,Single,21070,0.0,13,0,2,0,2,4.0,4.0,2.0,3
29,Travel_Frequently,Research & Development,6,2,Medical,2531,1,Human Resources,Married,41150,1.0,11,0,1,3,10,4.0,4.0,4.0,3
32,Travel_Frequently,Sales,9,4,Life Sciences,2532,4,Sales Executive,Single,43270,8.0,13,0,4,0,0,4.0,4.0,4.0,3
42,Non-Travel,Research & Development,11,3,Medical,2533,1,Manager,Married,178560,3.0,18,0,2,3,3,3.0,3.0,2.0,3
47,Travel_Rarely,Sales,2,2,Life Sciences,2534,5,Manager,Single,31960,4.0,14,1,3,2,0,2.0,3.0,3.0,2
46,Travel_Rarely,Human Resources,1,3,Life Sciences,2535,1,Laboratory Technician,Divorced,190810,3.0,21,0,2,4,7,4.0,4.0,2.0,3
28,Non-Travel,Research & Development,7,3,Life Sciences,2536,1,Sales Executive,Divorced,89660,1.0,16,1,3,2,2,3.0,4.0,3.0,2
29,Travel_Rarely,Research & Development,16,3,Medical,2537,1,Manufacturing Director,Divorced,22100,8.0,11,1,4,1,6,4.0,3.0,3.0,3
42,Travel_Rarely,Sales,2,4,Medical,2538,2,Research Director,Single,45390,4.0,17,1,5,0,0,4.0,3.0,3.0,3
32,Travel_Rarely,Research & Development,1,1,Medical,2539,2,Laboratory Technician,Single,27410,7.0,11,0,3,2,2,3.0,2.0,2.0,3
46,Travel_Rarely,Research & Development,23,1,Life Sciences,2540,2,Laboratory Technician,Divorced,34910,2.0,14,0,0,2,8,1.0,1.0,3.0,3
27,Travel_Rarely,Sales,2,3,Life Sciences,2541,5,Research Scientist,Married,45410,1.0,14,2,4,5,8,2.0,3.0,3.0,4
29,Travel_Rarely,Research & Development,1,2,Medical,2542,3,Sales Executive,Married,26780,1.0,25,1,3,0,0,4.0,2.0,3.0,3
43,Travel_Rarely,Research & Development,1,3,Life Sciences,2543,1,Manufacturing Director,Married,73790,7.0,13,2,3,6,14,1.0,3.0,3.0,2
48,Travel_Rarely,Research & Development,2,3,Life Sciences,2544,2,Manager,Married,62720,4.0,14,0,3,12,9,4.0,2.0,3.0,2
29,Travel_Frequently,Research & Development,13,2,Life Sciences,2545,1,Laboratory Technician,Single,52200,1.0,17,0,3,1,0,4.0,4.0,2.0,2
46,Travel_Rarely,Research & Development,4,4,Medical,2546,2,Sales Representative,Married,27430,5.0,25,1,1,0,7,3.0,2.0,3.0,4
27,Travel_Frequently,Research & Development,16,4,Medical,2547,3,Healthcare Representative,Married,49980,0.0,20,2,3,7,3,4.0,1.0,2.0,3
39,Travel_Rarely,Research & Development,2,3,Technical Degree,2548,3,Healthcare Representative,Divorced,102520,8.0,13,1,3,2,2,4.0,4.0,3.0,3
55,Travel_Rarely,Research & Development,2,3,Life Sciences,2549,1,Human Resources,Married,27810,8.0,13,1,2,0,4,2.0,4.0,4.0,3
28,Travel_Rarely,Research & Development,29,2,Life Sciences,2550,2,Laboratory Technician,Married,68520,1.0,18,1,2,0,0,2.0,2.0,3.0,4
30,Travel_Rarely,Sales,12,4,Life Sciences,2551,2,Sales Executive,Single,49500,1.0,12,2,3,0,0,2.0,4.0,2.0,3
22,Travel_Rarely,Research & Development,16,2,Life Sciences,2552,2,Laboratory Technician,Single,35790,1.0,19,3,3,0,0,4.0,2.0,3.0,3
36,Travel_Rarely,Research & Development,11,3,Life Sciences,2553,1,Sales Executive,Married,131910,1.0,14,1,2,1,7,2.0,3.0,3.0,2
31,Travel_Rarely,Research & Development,2,4,Life Sciences,2554,5,Manager,Divorced,103770,1.0,14,0,2,0,2,2.0,3.0,3.0,3
34,Travel_Rarely,Sales,14,2,Technical Degree,2555,1,Sales Executive,Married,22350,2.0,14,1,2,1,0,3.0,4.0,3.0,3
29,Travel_Rarely,Research & Development,5,5,Life Sciences,2556,1,Sales Executive,Single,105020,3.0,12,0,4,1,2,4.0,1.0,3.0,2
37,Travel_Rarely,Research & Development,7,2,Medical,2557,1,Manufacturing Director,Married,20110,5.0,13,0,4,0,4,4.0,1.0,3.0,4
35,Travel_Rarely,Sales,2,1,Technical Degree,2558,2,Laboratory Technician,Married,18590,0.0,25,1,2,0,2,4.0,2.0,3.0,2
45,Travel_Rarely,Research & Development,3,3,Medical,2559,2,Sales Executive,Married,37600,0.0,14,1,2,3,8,2.0,4.0,2.0,2
36,Travel_Frequently,Research & Development,5,3,Medical,2560,4,Manufacturing Director,Single,177790,1.0,17,1,5,0,8,2.0,4.0,2.0,1
40,Travel_Rarely,Research & Development,3,3,Other,2561,1,Sales Executive,Divorced,68330,2.0,13,0,3,11,16,1.0,1.0,3.0,3
26,Travel_Rarely,Research & Development,26,2,Life Sciences,2562,2,Human Resources,Married,68120,1.0,13,0,2,1,0,2.0,3.0,2.0,2
27,Travel_Rarely,Research & Development,4,3,Technical Degree,2563,2,Manufacturing Director,Single,51710,0.0,20,1,1,0,7,1.0,3.0,2.0,2
48,Travel_Frequently,Research & Development,2,3,Life Sciences,2564,2,Research Director,Divorced,197400,3.0,14,0,2,4,7,4.0,4.0,3.0,4
44,Travel_Rarely,Sales,1,2,Medical,2565,4,Manager,Married,187110,2.0,12,1,0,2,2,2.0,1.0,3.0,3
34,Non-Travel,Research & Development,27,2,Life Sciences,2566,1,Sales Representative,Married,36920,1.0,12,1,5,3,0,4.0,1.0,3.0,3
56,Travel_Rarely,Human Resources,1,2,Medical,2567,5,Sales Executive,Single,25590,1.0,21,0,3,1,0,1.0,4.0,3.0,3
36,Travel_Rarely,Research & Development,13,3,Technical Degree,2568,3,Healthcare Representative,Married,25170,2.0,14,0,3,1,3,3.0,2.0,1.0,3
41,Travel_Rarely,Research & Development,5,3,Life Sciences,2569,1,Sales Executive,Married,66230,5.0,18,0,3,1,4,3.0,2.0,3.0,3
42,Travel_Rarely,Research & Development,7,3,Technical Degree,2570,2,Sales Executive,Married,182650,9.0,12,1,4,5,7,3.0,1.0,4.0,3
31,Travel_Rarely,Sales,9,4,Life Sciences,2571,1,Sales Executive,Divorced,161240,2.0,23,1,2,1,4,3.0,4.0,3.0,2
34,Travel_Rarely,Research & Development,8,1,Life Sciences,2572,3,Laboratory Technician,Married,25850,3.0,12,0,5,0,1,4.0,4.0,2.0,3
31,Travel_Rarely,Sales,25,2,Life Sciences,2573,3,Manufacturing Director,Divorced,182130,8.0,21,2,3,2,2,1.0,3.0,2.0,4
26,Travel_Frequently,Sales,16,2,Life Sciences,2574,2,Healthcare Representative,Married,83800,0.0,14,0,3,7,7,3.0,4.0,3.0,4
45,Travel_Frequently,Research & Development,8,4,Life Sciences,2575,2,Manager,Single,29940,4.0,18,1,2,0,3,2.0,3.0,3.0,3
33,Travel_Rarely,Sales,1,3,Life Sciences,2576,5,Sales Executive,Single,12230,1.0,13,1,3,0,9,2.0,3.0,2.0,3
28,Travel_Frequently,Sales,8,3,Life Sciences,2577,4,Research Scientist,Married,11180,1.0,11,0,3,0,7,3.0,4.0,3.0,3
29,Travel_Frequently,Human Resources,2,4,Human Resources,2578,2,Sales Executive,Single,28750,1.0,11,0,3,0,0,3.0,1.0,3.0,3
39,Non-Travel,Research & Development,8,5,Medical,2579,2,Sales Representative,Married,188240,6.0,19,1,4,1,2,1.0,3.0,3.0,3
27,Travel_Rarely,Sales,3,2,Technical Degree,2580,2,Healthcare Representative,Married,135770,1.0,12,1,2,1,2,2.0,2.0,2.0,3
34,Travel_Frequently,Research & Development,9,4,Life Sciences,2581,2,Manufacturing Director,Married,26250,1.0,12,3,4,6,11,3.0,4.0,3.0,3
28,Travel_Rarely,Research & Development,25,3,Technical Degree,2582,1,Research Director,Single,187890,3.0,16,1,4,2,2,4.0,3.0,3.0,3
47,Non-Travel,Research & Development,1,4,Medical,2583,1,Research Scientist,Married,45380,8.0,11,0,3,1,7,3.0,2.0,4.0,3
56,Travel_Rarely,Research & Development,4,3,Technical Degree,2584,2,Sales Executive,Married,198470,4.0,14,0,6,0,0,4.0,1.0,3.0,3
39,Travel_Rarely,Research & Development,1,3,Other,2585,1,Laboratory Technician,Married,105120,1.0,12,1,2,7,9,1.0,1.0,3.0,3
38,Travel_Frequently,Research & Development,4,2,Medical,2586,1,Manager,Divorced,44440,1.0,13,0,2,0,7,4.0,2.0,3.0,3
58,Travel_Rarely,Sales,5,3,Marketing,2587,5,Sales Representative,Married,21540,4.0,21,1,3,0,0,4.0,4.0,2.0,3
32,Travel_Frequently,Research & Development,9,3,Life Sciences,2588,2,Laboratory Technician,Single,191900,3.0,17,1,2,0,3,1.0,3.0,3.0,3
38,Travel_Rarely,Research & Development,3,4,Life Sciences,2589,1,Sales Representative,Divorced,44900,2.0,21,1,1,0,3,2.0,4.0,4.0,3
49,Travel_Frequently,Sales,11,4,Life Sciences,2590,2,Research Scientist,Married,35060,3.0,11,1,4,4,3,2.0,4.0,3.0,2
42,Travel_Rarely,Sales,1,3,Life Sciences,2591,1,Sales Executive,Divorced,23720,3.0,12,1,3,0,0,2.0,4.0,3.0,3
27,Travel_Frequently,Sales,8,1,Life Sciences,2592,4,Laboratory Technician,Married,102310,1.0,13,1,2,0,0,1.0,2.0,3.0,3
35,Travel_Rarely,Research & Development,25,1,Medical,2593,1,Sales Executive,Married,54100,0.0,18,0,4,0,4,2.0,1.0,1.0,3
28,Non-Travel,Research & Development,21,1,Medical,2594,3,Research Scientist,Single,79780,1.0,16,2,2,1,4,3.0,3.0,2.0,3
31,Non-Travel,Sales,23,1,Medical,2595,1,Sales Executive,Divorced,38670,1.0,11,1,4,2,3,3.0,1.0,4.0,4
36,Non-Travel,Research & Development,1,3,Life Sciences,2596,2,Research Scientist,Married,28380,1.0,19,2,5,0,2,1.0,2.0,3.0,1
34,Travel_Rarely,Sales,2,3,Marketing,2597,4,Healthcare Representative,Single,46950,1.0,16,1,2,2,1,1.0,4.0,2.0,3
34,Travel_Rarely,Research & Development,19,3,Technical Degree,2598,1,Research Director,Divorced,33390,1.0,16,0,2,1,1,4.0,3.0,2.0,2
26,Travel_Rarely,Research & Development,2,2,Life Sciences,2599,2,Research Scientist,Single,20800,0.0,13,0,6,7,6,3.0,1.0,2.0,4
29,Travel_Rarely,Research & Development,2,4,Other,2600,2,Laboratory Technician,Married,20960,0.0,22,0,2,0,2,1.0,1.0,2.0,4
32,Non-Travel,Research & Development,3,1,Life Sciences,2601,3,Manager,Divorced,62090,5.0,17,1,5,1,2,3.0,4.0,3.0,4
31,Travel_Frequently,Research & Development,25,5,Technical Degree,2602,2,Human Resources,Married,180610,1.0,14,1,2,8,7,4.0,1.0,3.0,3
28,Travel_Rarely,Sales,7,5,Life Sciences,2603,2,Sales Representative,Divorced,171230,5.0,15,1,2,0,3,3.0,4.0,2.0,2
38,Travel_Rarely,Research & Development,9,2,Technical Degree,2604,3,Sales Representative,Single,23720,4.0,12,0,3,0,0,1.0,1.0,2.0,2
35,Travel_Rarely,Research & Development,5,3,Life Sciences,2605,2,Sales Representative,Married,48830,1.0,18,1,1,0,9,3.0,4.0,3.0,1
27,Travel_Rarely,Sales,2,3,Life Sciences,2606,1,Manager,Single,39040,1.0,15,0,2,0,7,4.0,4.0,3.0,3
32,Travel_Rarely,Research & Development,8,1,Medical,2607,2,Research Scientist,Single,46270,8.0,17,1,2,0,0,4.0,4.0,3.0,2
31,Travel_Frequently,Research & Development,2,1,Other,2608,3,Sales Executive,Married,70940,1.0,14,1,2,0,8,1.0,4.0,3.0,3
53,Travel_Rarely,Research & Development,18,3,Medical,2609,1,Research Scientist,Single,34230,6.0,15,1,4,2,2,1.0,1.0,2.0,3
54,Travel_Rarely,Research & Development,14,3,Other,2610,3,Research Scientist,Married,66740,3.0,17,1,2,2,3,1.0,3.0,2.0,3
33,Travel_Frequently,Research & Development,2,4,Medical,2611,4,Sales Executive,Divorced,168800,1.0,14,3,2,2,8,4.0,3.0,3.0,3
43,Travel_Rarely,Research & Development,3,3,Medical,2612,1,Research Scientist,Married,90940,1.0,12,1,0,0,9,1.0,3.0,3.0,3
38,Travel_Frequently,Research & Development,2,5,Medical,2613,4,Sales Executive,Married,84460,0.0,14,0,3,1,2,4.0,2.0,3.0,2
55,Travel_Rarely,Sales,9,3,Marketing,2614,2,Laboratory Technician,Married,119160,4.0,15,1,3,1,4,3.0,2.0,3.0,2
31,Travel_Rarely,Sales,6,3,Other,2615,1,Manufacturing Director,Divorced,45340,1.0,13,0,2,0,0,4.0,4.0,3.0,3
39,Travel_Rarely,Research & Development,4,3,Life Sciences,2616,2,Sales Executive,Single,98520,0.0,12,1,5,11,10,2.0,1.0,3.0,2
42,Non-Travel,Research & Development,10,4,Life Sciences,2617,2,Research Scientist,Single,61510,1.0,13,1,3,3,7,4.0,3.0,3.0,3
31,Non-Travel,Research & Development,14,2,Life Sciences,2618,2,Healthcare Representative,Married,23020,4.0,14,0,3,4,8,3.0,3.0,4.0,3
54,Travel_Rarely,Research & Development,1,3,Medical,2619,2,Human Resources,Single,23620,6.0,13,1,2,1,4,3.0,1.0,3.0,4
24,Travel_Rarely,Research & Development,5,4,Other,2620,1,Manufacturing Director,Single,178610,1.0,11,2,5,1,2,2.0,3.0,2.0,1
23,Travel_Rarely,Research & Development,7,3,Life Sciences,2621,2,Research Scientist,Single,191870,1.0,11,1,2,1,4,4.0,4.0,4.0,3
40,Travel_Frequently,Research & Development,21,3,Medical,2622,3,Research Scientist,Married,197170,1.0,21,0,1,9,4,4.0,3.0,4.0,2
40,Travel_Rarely,Research & Development,8,1,Medical,2623,5,Research Scientist,Married,35440,3.0,18,3,3,5,10,2.0,2.0,3.0,2
25,Travel_Rarely,Sales,20,5,Medical,2624,2,Laboratory Technician,Married,85000,4.0,12,0,2,1,2,3.0,2.0,3.0,3
30,Travel_Rarely,Human Resources,20,4,Life Sciences,2625,2,Research Scientist,Married,46610,1.0,11,0,3,1,7,4.0,2.0,2.0,2
25,Travel_Rarely,Research & Development,7,2,Medical,2626,5,Sales Executive,Divorced,41030,6.0,15,1,2,0,2,4.0,3.0,2.0,3
47,Travel_Rarely,Research & Development,1,4,Life Sciences,2627,2,Sales Executive,Single,42490,2.0,13,1,2,12,11,1.0,3.0,3.0,2
33,Non-Travel,Research & Development,1,3,Life Sciences,2628,2,Research Scientist,Divorced,140260,1.0,12,0,4,0,0,2.0,3.0,2.0,3
38,Travel_Rarely,Research & Development,19,3,Life Sciences,2629,2,Sales Executive,Married,68930,0.0,17,0,3,5,8,4.0,2.0,3.0,3
31,Travel_Rarely,Research & Development,10,4,Medical,2630,3,Sales Executive,Married,61250,0.0,13,1,3,1,2,1.0,3.0,3.0,3
38,Travel_Frequently,Research & Development,1,4,Other,2631,2,Research Scientist,Married,36690,2.0,19,0,2,7,7,1.0,3.0,3.0,3
42,Travel_Rarely,Research & Development,6,3,Medical,2632,2,Laboratory Technician,Divorced,100080,6.0,19,1,3,1,2,4.0,1.0,2.0,1
41,Travel_Rarely,Sales,2,2,Medical,2633,1,Healthcare Representative,Married,23870,3.0,17,1,1,1,0,4.0,4.0,3.0,1
47,Non-Travel,Research & Development,21,2,Medical,2634,1,Sales Executive,Married,46390,0.0,11,1,2,5,12,3.0,2.0,1.0,2
35,Travel_Rarely,Research & Development,4,3,Life Sciences,2635,2,Healthcare Representative,Married,78980,7.0,15,0,2,2,2,4.0,3.0,3.0,2
22,Travel_Rarely,Human Resources,12,1,Human Resources,2636,2,Sales Executive,Single,25340,0.0,11,0,1,1,2,4.0,3.0,4.0,3
35,Travel_Rarely,Research & Development,9,3,Medical,2637,2,Sales Executive,Single,131420,1.0,25,2,4,0,8,2.0,3.0,3.0,3
33,Travel_Rarely,Sales,3,4,Medical,2638,3,Healthcare Representative,Married,16110,0.0,14,0,2,8,1,2.0,4.0,3.0,2
32,Travel_Rarely,Research & Development,3,2,Technical Degree,2639,3,Manufacturing Director,Single,53630,1.0,13,0,4,4,1,3.0,2.0,3.0,3
40,Travel_Rarely,Research & Development,1,4,Medical,2640,2,Research Director,Married,50710,8.0,17,1,3,0,0,1.0,4.0,2.0,2
32,Travel_Rarely,Research & Development,1,2,Medical,2641,3,Sales Executive,Married,136950,0.0,13,0,3,2,2,2.0,2.0,3.0,3
39,Travel_Rarely,Research & Development,4,4,Life Sciences,2642,1,Sales Executive,Single,134020,7.0,14,1,1,1,7,1.0,4.0,3.0,3
38,Travel_Rarely,Sales,20,4,Medical,2643,2,Research Director,Married,20290,3.0,11,1,3,1,11,2.0,3.0,3.0,2
32,Travel_Rarely,Research & Development,18,3,Life Sciences,2644,2,Manager,Married,63770,1.0,12,2,3,5,7,3.0,4.0,3.0,3
37,Travel_Rarely,Research & Development,1,3,Life Sciences,2645,4,Sales Executive,Married,54290,1.0,17,1,3,6,8,3.0,4.0,3.0,3
25,Travel_Rarely,Research & Development,2,4,Medical,2646,2,Manufacturing Director,Divorced,27850,0.0,21,0,2,0,4,1.0,3.0,2.0,3
52,Non-Travel,Research & Development,2,4,Other,2647,1,Manager,Divorced,46140,2.0,16,1,3,0,0,1.0,4.0,2.0,3
44,Travel_Rarely,Research & Development,8,1,Life Sciences,2648,1,Sales Representative,Single,26100,6.0,15,0,2,1,2,2.0,4.0,3.0,3
21,Travel_Rarely,Sales,10,5,Medical,2649,3,Research Scientist,Single,66870,1.0,19,3,0,1,2,3.0,1.0,3.0,3
39,Non-Travel,Research & Development,3,4,Life Sciences,2650,2,Research Director,Single,47240,2.0,12,1,4,1,3,4.0,4.0,2.0,4
23,Travel_Frequently,Research & Development,2,4,Life Sciences,2651,2,Manufacturing Director,Married,61790,1.0,11,0,3,1,0,4.0,1.0,2.0,3
36,Travel_Rarely,Research & Development,24,3,Life Sciences,2652,2,Laboratory Technician,Married,61200,0.0,19,0,2,3,4,1.0,4.0,3.0,3
36,Travel_Frequently,Research & Development,16,1,Medical,2653,2,Sales Executive,Divorced,105960,7.0,15,0,3,0,2,4.0,2.0,3.0,2
56,Non-Travel,Research & Development,8,1,Life Sciences,2654,1,Sales Executive,Divorced,54670,1.0,20,0,6,1,9,3.0,3.0,2.0,2
29,Travel_Rarely,Research & Development,9,4,Medical,2655,2,Sales Representative,Married,29960,9.0,25,0,4,2,2,1.0,4.0,4.0,3
42,Travel_Rarely,Research & Development,17,1,Life Sciences,2656,3,Research Scientist,Married,99980,5.0,24,2,3,4,14,1.0,3.0,2.0,2
56,Travel_Rarely,Sales,10,4,Other,2657,2,Sales Executive,Married,40780,8.0,24,1,3,9,8,4.0,3.0,1.0,3
41,Travel_Rarely,Research & Development,13,4,Life Sciences,2658,1,Healthcare Representative,Married,109200,0.0,15,1,3,0,10,1.0,2.0,3.0,4
34,Travel_Rarely,Sales,1,3,Medical,2659,1,Laboratory Technician,Married,62320,1.0,13,1,3,1,7,4.0,3.0,3.0,3
36,Non-Travel,Sales,1,1,Medical,2660,1,Human Resources,Divorced,132470,1.0,14,0,3,11,11,4.0,4.0,2.0,3
41,Travel_Rarely,Research & Development,1,5,Medical,2661,1,Healthcare Representative,Divorced,40810,2.0,13,0,3,0,4,3.0,2.0,3.0,3
32,Travel_Rarely,Sales,9,4,Life Sciences,2662,2,Research Scientist,Single,57690,1.0,11,0,3,1,2,4.0,1.0,3.0,3
35,Travel_Rarely,Research & Development,16,3,Medical,2663,2,Healthcare Representative,Single,23940,1.0,16,1,3,1,7,3.0,4.0,3.0,3
38,Travel_Rarely,Research & Development,23,3,Medical,2664,3,Sales Representative,Married,39040,1.0,22,0,3,1,9,1.0,4.0,3.0,2
50,Travel_Frequently,Sales,4,2,Life Sciences,2665,2,Laboratory Technician,Divorced,167990,7.0,14,1,2,0,1,2.0,3.0,3.0,2
36,Travel_Rarely,Research & Development,22,4,Life Sciences,2666,1,Healthcare Representative,Married,29500,4.0,14,0,1,0,0,2.0,4.0,2.0,2
45,Travel_Rarely,Sales,24,3,Life Sciences,2667,1,Laboratory Technician,Single,36290,8.0,16,1,2,0,1,4.0,3.0,3.0,4
40,Travel_Rarely,Sales,10,4,Life Sciences,2668,1,Research Scientist,Single,93620,2.0,11,1,6,2,2,3.0,3.0,3.0,3
35,Travel_Frequently,Sales,7,2,Life Sciences,2669,2,Manufacturing Director,Married,32290,1.0,25,0,2,0,2,3.0,3.0,4.0,2
40,Travel_Rarely,Research & Development,17,4,Life Sciences,2670,1,Manager,Married,35780,2.0,14,1,2,0,2,3.0,3.0,3.0,3
35,Travel_Rarely,Human Resources,14,1,Life Sciences,2671,2,Research Scientist,Married,79880,1.0,18,0,3,1,1,3.0,4.0,3.0,3
29,Travel_Rarely,Research & Development,1,3,Medical,2672,3,Sales Executive,Married,42840,4.0,11,0,5,0,3,4.0,2.0,3.0,2
29,Travel_Rarely,Research & Development,5,3,Medical,2673,2,Sales Representative,Single,75530,1.0,19,0,3,0,4,4.0,1.0,1.0,3
50,Travel_Rarely,Research & Development,17,3,Medical,2674,1,Research Scientist,Divorced,173280,4.0,15,2,1,2,0,4.0,1.0,3.0,3
39,Travel_Rarely,Sales,25,3,Medical,2675,2,Sales Executive,Married,197010,0.0,11,0,3,9,6,2.0,4.0,2.0,4
31,Non-Travel,Research & Development,8,4,Life Sciences,2676,4,Sales Executive,Single,147320,0.0,12,0,3,1,7,2.0,1.0,3.0,3
