index,age,businesstravel,department,distancefromhome,education,educationfield,employeeid,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,trainingtimeslastyear,yearssincelastpromotion,yearswithcurrmanager,infodate,index:1,employeeid:1,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,index:2,employeeid:2,jobinvolvement,surveydate,employeeid:3,v_objetivo
2467,33,Travel_Rarely,Research & Development,10,3,Life Sciences,2468,1,Sales Executive,Single,43020,2.0,13,0,3,0,0,2015-12-31 00:00:00,2467,2468,1.0,1.0,2.0,2015-12-31 00:00:00,2467,2468,1,2015-12-31 00:00:00,2468.0,1
2468,38,Travel_Frequently,Research & Development,28,3,Medical,2469,1,Healthcare Representative,Married,29790,4.0,12,1,3,0,5,2015-12-31 00:00:00,2468,2469,3.0,2.0,2.0,2015-12-31 00:00:00,2468,2469,3,2015-12-31 00:00:00,,0
2469,31,Travel_Rarely,Human Resources,9,4,Human Resources,2470,2,Laboratory Technician,Married,168850,2.0,14,2,2,0,0,2015-12-31 00:00:00,2469,2470,1.0,3.0,3.0,2015-12-31 00:00:00,2469,2470,3,2015-12-31 00:00:00,,0
2470,29,Travel_Rarely,Research & Development,3,4,Other,2471,2,Sales Representative,Divorced,55930,1.0,13,1,3,0,0,2015-12-31 00:00:00,2470,2471,4.0,1.0,3.0,2015-12-31 00:00:00,2470,2471,3,2015-12-31 00:00:00,,0
2471,30,Travel_Rarely,Research & Development,2,1,Medical,2472,1,Sales Representative,Married,104450,3.0,18,1,3,1,7,2015-12-31 00:00:00,2471,2472,3.0,3.0,3.0,2015-12-31 00:00:00,2471,2472,3,2015-12-31 00:00:00,,0
2472,32,Non-Travel,Research & Development,10,4,Life Sciences,2473,1,Laboratory Technician,Single,87400,2.0,11,1,2,0,7,2015-12-31 00:00:00,2472,2473,2.0,2.0,3.0,2015-12-31 00:00:00,2472,2473,3,2015-12-31 00:00:00,,0
2473,38,Travel_Rarely,Research & Development,8,2,Technical Degree,2474,1,Manufacturing Director,Married,25140,3.0,11,0,2,1,0,2015-12-31 00:00:00,2473,2474,2.0,4.0,3.0,2015-12-31 00:00:00,2473,2474,2,2015-12-31 00:00:00,,0
2474,43,Travel_Frequently,Research & Development,1,4,Other,2475,3,Sales Executive,Married,76550,9.0,12,1,3,0,0,2015-12-31 00:00:00,2474,2475,3.0,3.0,3.0,2015-12-31 00:00:00,2474,2475,3,2015-12-31 00:00:00,2475.0,1
2475,42,Travel_Rarely,Human Resources,1,3,Other,2476,1,Healthcare Representative,Divorced,174650,8.0,13,1,3,0,4,2015-12-31 00:00:00,2475,2476,2.0,2.0,2.0,2015-12-31 00:00:00,2475,2476,3,2015-12-31 00:00:00,,0
2476,55,Travel_Rarely,Research & Development,3,2,Life Sciences,2477,1,Sales Executive,Married,73510,8.0,20,1,3,0,0,2015-12-31 00:00:00,2476,2477,3.0,3.0,3.0,2015-12-31 00:00:00,2476,2477,3,2015-12-31 00:00:00,,0
2477,33,Non-Travel,Research & Development,14,3,Other,2478,1,Research Scientist,Divorced,108200,5.0,12,0,2,1,7,2015-12-31 00:00:00,2477,2478,4.0,2.0,2.0,2015-12-31 00:00:00,2477,2478,3,2015-12-31 00:00:00,,0
2478,41,Travel_Rarely,Research & Development,5,3,Medical,2479,1,Sales Representative,Divorced,121690,1.0,19,0,2,0,4,2015-12-31 00:00:00,2478,2479,3.0,1.0,3.0,2015-12-31 00:00:00,2478,2479,3,2015-12-31 00:00:00,,0
2479,34,Non-Travel,Research & Development,7,4,Medical,2480,1,Research Scientist,Divorced,196260,1.0,21,0,5,0,7,2015-12-31 00:00:00,2479,2480,4.0,3.0,3.0,2015-12-31 00:00:00,2479,2480,2,2015-12-31 00:00:00,,0
2480,53,Non-Travel,Research & Development,10,4,Medical,2481,2,Healthcare Representative,Married,20700,4.0,13,2,2,0,2,2015-12-31 00:00:00,2480,2481,1.0,3.0,2.0,2015-12-31 00:00:00,2480,2481,4,2015-12-31 00:00:00,,0
2481,43,Travel_Rarely,Sales,16,2,Marketing,2482,1,Laboratory Technician,Single,67820,0.0,16,1,2,1,8,2015-12-31 00:00:00,2481,2482,2.0,4.0,3.0,2015-12-31 00:00:00,2481,2482,3,2015-12-31 00:00:00,,0
2482,34,Travel_Rarely,Sales,10,2,Life Sciences,2483,5,Sales Executive,Single,77790,5.0,12,1,2,2,2,2015-12-31 00:00:00,2482,2483,4.0,4.0,3.0,2015-12-31 00:00:00,2482,2483,3,2015-12-31 00:00:00,,0
2483,21,Travel_Rarely,Sales,1,2,Marketing,2484,5,Healthcare Representative,Single,27910,1.0,14,0,3,1,0,2015-12-31 00:00:00,2483,2484,2.0,2.0,3.0,2015-12-31 00:00:00,2483,2484,4,2015-12-31 00:00:00,2484.0,1
2484,38,Travel_Rarely,Research & Development,8,2,Life Sciences,2485,2,Sales Executive,Married,32010,1.0,11,1,3,0,4,2015-12-31 00:00:00,2484,2485,4.0,3.0,3.0,2015-12-31 00:00:00,2484,2485,2,2015-12-31 00:00:00,,0
2485,22,Travel_Rarely,Research & Development,1,3,Other,2486,4,Research Scientist,Married,49680,1.0,14,0,3,0,0,2015-12-31 00:00:00,2485,2486,3.0,1.0,3.0,2015-12-31 00:00:00,2485,2486,3,2015-12-31 00:00:00,2486.0,1
2486,31,Travel_Rarely,Research & Development,8,5,Life Sciences,2487,5,Sales Executive,Married,131200,1.0,12,2,6,5,7,2015-12-31 00:00:00,2486,2487,1.0,4.0,3.0,2015-12-31 00:00:00,2486,2487,2,2015-12-31 00:00:00,,0
2487,51,Travel_Rarely,Research & Development,1,4,Life Sciences,2488,1,Manager,Married,40330,2.0,14,0,2,2,2,2015-12-31 00:00:00,2487,2488,1.0,3.0,3.0,2015-12-31 00:00:00,2487,2488,3,2015-12-31 00:00:00,,0
2488,37,Travel_Rarely,Research & Development,24,1,Life Sciences,2489,2,Sales Executive,Married,32910,1.0,16,3,2,0,3,2015-12-31 00:00:00,2488,2489,2.0,2.0,3.0,2015-12-31 00:00:00,2488,2489,2,2015-12-31 00:00:00,,0
2489,46,Travel_Rarely,Sales,3,4,Marketing,2490,1,Sales Representative,Divorced,42720,7.0,13,0,3,2,2,2015-12-31 00:00:00,2489,2490,3.0,4.0,3.0,2015-12-31 00:00:00,2489,2490,4,2015-12-31 00:00:00,,0
2490,36,Travel_Rarely,Research & Development,27,3,Technical Degree,2491,4,Research Scientist,Married,50560,7.0,12,0,2,5,7,2015-12-31 00:00:00,2490,2491,4.0,1.0,3.0,2015-12-31 00:00:00,2490,2491,2,2015-12-31 00:00:00,,0
2491,44,Travel_Frequently,Sales,10,4,Life Sciences,2492,1,Research Scientist,Divorced,28440,1.0,12,0,2,2,3,2015-12-31 00:00:00,2491,2492,3.0,2.0,2.0,2015-12-31 00:00:00,2491,2492,4,2015-12-31 00:00:00,2492.0,1
2492,37,Travel_Rarely,Research & Development,19,2,Technical Degree,2493,2,Sales Executive,Divorced,27030,2.0,14,0,2,4,7,2015-12-31 00:00:00,2492,2493,3.0,2.0,2.0,2015-12-31 00:00:00,2492,2493,3,2015-12-31 00:00:00,,0
2493,35,Travel_Rarely,Research & Development,15,4,Life Sciences,2494,2,Research Scientist,Single,19040,1.0,22,1,4,7,7,2015-12-31 00:00:00,2493,2494,3.0,4.0,3.0,2015-12-31 00:00:00,2493,2494,3,2015-12-31 00:00:00,2494.0,1
2494,33,Travel_Rarely,Research & Development,8,5,Medical,2495,2,Laboratory Technician,Married,82240,6.0,19,0,3,7,6,2015-12-31 00:00:00,2494,2495,4.0,1.0,3.0,2015-12-31 00:00:00,2494,2495,3,2015-12-31 00:00:00,,0
2495,28,Travel_Rarely,Sales,9,3,Medical,2496,2,Sales Executive,Married,47660,1.0,12,0,3,0,3,2015-12-31 00:00:00,2495,2496,3.0,4.0,4.0,2015-12-31 00:00:00,2495,2496,3,2015-12-31 00:00:00,,0
2496,39,Travel_Rarely,Sales,3,4,Marketing,2497,2,Laboratory Technician,Single,26100,7.0,12,0,2,2,2,2015-12-31 00:00:00,2496,2497,3.0,3.0,3.0,2015-12-31 00:00:00,2496,2497,2,2015-12-31 00:00:00,,0
2497,46,Non-Travel,Research & Development,9,2,Life Sciences,2498,2,Manufacturing Director,Single,57310,8.0,17,0,2,2,2,2015-12-31 00:00:00,2497,2498,2.0,2.0,3.0,2015-12-31 00:00:00,2497,2498,3,2015-12-31 00:00:00,,0
2498,40,Travel_Rarely,Research & Development,2,2,Medical,2499,1,Research Director,Married,25390,4.0,12,1,3,0,2,2015-12-31 00:00:00,2498,2499,3.0,1.0,2.0,2015-12-31 00:00:00,2498,2499,3,2015-12-31 00:00:00,,0
2499,42,Travel_Rarely,Research & Development,7,4,Other,2500,2,Laboratory Technician,Married,57140,5.0,11,0,2,0,0,2015-12-31 00:00:00,2499,2500,2.0,1.0,2.0,2015-12-31 00:00:00,2499,2500,3,2015-12-31 00:00:00,,0
2500,35,Non-Travel,Sales,10,1,Life Sciences,2501,2,Research Director,Divorced,43230,2.0,18,3,3,1,7,2015-12-31 00:00:00,2500,2501,2.0,4.0,3.0,2015-12-31 00:00:00,2500,2501,3,2015-12-31 00:00:00,,0
2501,38,Non-Travel,Sales,6,4,Marketing,2502,3,Sales Executive,Divorced,73360,5.0,11,0,3,3,8,2015-12-31 00:00:00,2501,2502,1.0,2.0,3.0,2015-12-31 00:00:00,2501,2502,3,2015-12-31 00:00:00,,0
2502,34,Travel_Frequently,Research & Development,2,1,Life Sciences,2503,1,Manufacturing Director,Married,134990,4.0,23,2,2,0,7,2015-12-31 00:00:00,2502,2503,4.0,1.0,2.0,2015-12-31 00:00:00,2502,2503,4,2015-12-31 00:00:00,2503.0,1
2503,37,Travel_Rarely,Research & Development,24,3,Life Sciences,2504,1,Laboratory Technician,Single,137580,1.0,11,1,5,0,8,2015-12-31 00:00:00,2503,2504,4.0,1.0,1.0,2015-12-31 00:00:00,2503,2504,3,2015-12-31 00:00:00,2504.0,1
2504,39,Travel_Frequently,Research & Development,2,1,Medical,2505,2,Healthcare Representative,Divorced,51550,2.0,18,1,3,2,2,2015-12-31 00:00:00,2504,2505,3.0,4.0,3.0,2015-12-31 00:00:00,2504,2505,2,2015-12-31 00:00:00,,0
2505,43,Non-Travel,Human Resources,8,5,Medical,2506,3,Sales Executive,Single,22580,4.0,18,0,2,1,2,2015-12-31 00:00:00,2505,2506,1.0,3.0,2.0,2015-12-31 00:00:00,2505,2506,3,2015-12-31 00:00:00,,0
2506,41,Travel_Rarely,Research & Development,3,3,Life Sciences,2507,3,Research Scientist,Single,35970,3.0,13,1,2,1,2,2015-12-31 00:00:00,2506,2507,2.0,2.0,1.0,2015-12-31 00:00:00,2506,2507,1,2015-12-31 00:00:00,,0
2507,41,Travel_Rarely,Research & Development,1,1,Technical Degree,2508,3,Laboratory Technician,Divorced,25150,0.0,18,0,2,13,5,2015-12-31 00:00:00,2507,2508,3.0,3.0,4.0,2015-12-31 00:00:00,2507,2508,2,2015-12-31 00:00:00,,0
2508,30,Travel_Rarely,Sales,26,3,Marketing,2509,2,Manager,Single,44200,9.0,11,0,3,0,2,2015-12-31 00:00:00,2508,2509,1.0,3.0,3.0,2015-12-31 00:00:00,2508,2509,3,2015-12-31 00:00:00,,0
2509,26,Travel_Rarely,Human Resources,2,1,Technical Degree,2510,3,Sales Executive,Married,65780,0.0,15,2,3,1,4,2015-12-31 00:00:00,2509,2510,4.0,2.0,3.0,2015-12-31 00:00:00,2509,2510,2,2015-12-31 00:00:00,2510.0,1
2510,46,Travel_Rarely,Research & Development,10,3,Medical,2511,1,Sales Executive,Married,44220,4.0,11,1,2,3,7,2015-12-31 00:00:00,2510,2511,4.0,2.0,4.0,2015-12-31 00:00:00,2510,2511,3,2015-12-31 00:00:00,2511.0,1
2511,40,Travel_Rarely,Sales,27,2,Medical,2512,3,Sales Executive,Divorced,102740,4.0,18,0,3,0,3,2015-12-31 00:00:00,2511,2512,3.0,4.0,3.0,2015-12-31 00:00:00,2511,2512,3,2015-12-31 00:00:00,,0
2512,34,Travel_Rarely,Research & Development,2,3,Life Sciences,2513,2,Laboratory Technician,Married,53430,1.0,14,0,5,4,8,2015-12-31 00:00:00,2512,2513,2.0,3.0,3.0,2015-12-31 00:00:00,2512,2513,2,2015-12-31 00:00:00,,0
2513,58,Non-Travel,Research & Development,2,4,Medical,2514,1,Laboratory Technician,Divorced,23760,4.0,12,1,3,14,14,2015-12-31 00:00:00,2513,2514,2.0,2.0,2.0,2015-12-31 00:00:00,2513,2514,3,2015-12-31 00:00:00,,0
2514,35,Travel_Rarely,Research & Development,8,1,Technical Degree,2515,3,Manufacturing Director,Married,53460,0.0,14,0,3,0,3,2015-12-31 00:00:00,2514,2515,2.0,3.0,4.0,2015-12-31 00:00:00,2514,2515,2,2015-12-31 00:00:00,,0
2515,47,Travel_Rarely,Research & Development,19,5,Medical,2516,2,Research Scientist,Divorced,28270,8.0,14,1,3,14,10,2015-12-31 00:00:00,2515,2516,3.0,2.0,3.0,2015-12-31 00:00:00,2515,2516,3,2015-12-31 00:00:00,,0
2516,40,Travel_Rarely,Research & Development,1,4,Life Sciences,2517,2,Manager,Divorced,199430,2.0,13,1,3,7,7,2015-12-31 00:00:00,2516,2517,2.0,1.0,3.0,2015-12-31 00:00:00,2516,2517,3,2015-12-31 00:00:00,,0
2517,54,Travel_Rarely,Sales,27,4,Medical,2518,1,Research Scientist,Married,31310,4.0,14,0,3,1,7,2015-12-31 00:00:00,2517,2518,4.0,4.0,2.0,2015-12-31 00:00:00,2517,2518,2,2015-12-31 00:00:00,,0
2518,31,Travel_Frequently,Sales,8,4,Other,2519,3,Manufacturing Director,Married,25520,2.0,18,0,2,2,2,2015-12-31 00:00:00,2518,2519,1.0,1.0,3.0,2015-12-31 00:00:00,2518,2519,3,2015-12-31 00:00:00,,0
2519,28,Travel_Rarely,Sales,1,2,Life Sciences,2520,3,Manager,Married,44770,1.0,15,0,6,1,2,2015-12-31 00:00:00,2519,2520,3.0,1.0,3.0,2015-12-31 00:00:00,2519,2520,3,2015-12-31 00:00:00,,0
2520,38,Travel_Rarely,Research & Development,19,3,Medical,2521,2,Manufacturing Director,Married,64740,2.0,13,2,3,0,3,2015-12-31 00:00:00,2520,2521,2.0,4.0,2.0,2015-12-31 00:00:00,2520,2521,1,2015-12-31 00:00:00,,0
2521,26,Travel_Rarely,Sales,8,3,Marketing,2522,1,Healthcare Representative,Single,30330,1.0,12,0,2,1,2,2015-12-31 00:00:00,2521,2522,3.0,4.0,3.0,2015-12-31 00:00:00,2521,2522,2,2015-12-31 00:00:00,,0
2522,58,Travel_Frequently,Research & Development,10,4,Technical Degree,2523,1,Sales Representative,Married,29360,2.0,13,1,3,2,2,2015-12-31 00:00:00,2522,2523,1.0,3.0,3.0,2015-12-31 00:00:00,2522,2523,3,2015-12-31 00:00:00,,0
2523,18,Non-Travel,Research & Development,2,3,Life Sciences,2524,3,Sales Representative,Single,186060,1.0,24,2,4,0,0,2015-12-31 00:00:00,2523,2524,2.0,3.0,1.0,2015-12-31 00:00:00,2523,2524,3,2015-12-31 00:00:00,,0
2524,31,Travel_Rarely,Research & Development,2,3,Life Sciences,2525,3,Laboratory Technician,Married,21680,0.0,14,1,2,0,0,2015-12-31 00:00:00,2524,2525,4.0,1.0,3.0,2015-12-31 00:00:00,2524,2525,3,2015-12-31 00:00:00,2525.0,1
2525,29,Travel_Rarely,Research & Development,8,2,Medical,2526,1,Manager,Divorced,28530,4.0,14,1,5,2,0,2015-12-31 00:00:00,2525,2526,1.0,1.0,3.0,2015-12-31 00:00:00,2525,2526,2,2015-12-31 00:00:00,2526.0,1
2526,45,Non-Travel,Sales,1,4,Technical Degree,2527,1,Research Scientist,Married,170480,4.0,15,0,3,5,7,2015-12-31 00:00:00,2526,2527,3.0,3.0,4.0,2015-12-31 00:00:00,2526,2527,2,2015-12-31 00:00:00,,0
2527,36,Travel_Rarely,Sales,2,3,Technical Degree,2528,5,Laboratory Technician,Married,22900,4.0,11,0,5,0,0,2015-12-31 00:00:00,2527,2528,4.0,2.0,3.0,2015-12-31 00:00:00,2527,2528,3,2015-12-31 00:00:00,,0
2528,43,Travel_Frequently,Sales,8,3,Medical,2529,1,Research Director,Married,36000,1.0,23,0,2,7,7,2015-12-31 00:00:00,2528,2529,1.0,4.0,3.0,2015-12-31 00:00:00,2528,2529,3,2015-12-31 00:00:00,,0
2529,27,Travel_Frequently,Sales,8,4,Life Sciences,2530,5,Research Scientist,Single,21070,0.0,13,0,2,0,2,2015-12-31 00:00:00,2529,2530,4.0,4.0,2.0,2015-12-31 00:00:00,2529,2530,3,2015-12-31 00:00:00,,0
2530,29,Travel_Frequently,Research & Development,6,2,Medical,2531,1,Human Resources,Married,41150,1.0,11,0,1,3,10,2015-12-31 00:00:00,2530,2531,4.0,4.0,4.0,2015-12-31 00:00:00,2530,2531,3,2015-12-31 00:00:00,,0
2531,32,Travel_Frequently,Sales,9,4,Life Sciences,2532,4,Sales Executive,Single,43270,8.0,13,0,4,0,0,2015-12-31 00:00:00,2531,2532,4.0,4.0,4.0,2015-12-31 00:00:00,2531,2532,3,2015-12-31 00:00:00,,0
2532,42,Non-Travel,Research & Development,11,3,Medical,2533,1,Manager,Married,178560,3.0,18,0,2,3,3,2015-12-31 00:00:00,2532,2533,3.0,3.0,2.0,2015-12-31 00:00:00,2532,2533,3,2015-12-31 00:00:00,,0
2533,47,Travel_Rarely,Sales,2,2,Life Sciences,2534,5,Manager,Single,31960,4.0,14,1,3,2,0,2015-12-31 00:00:00,2533,2534,2.0,3.0,3.0,2015-12-31 00:00:00,2533,2534,2,2015-12-31 00:00:00,,0
2534,46,Travel_Rarely,Human Resources,1,3,Life Sciences,2535,1,Laboratory Technician,Divorced,190810,3.0,21,0,2,4,7,2015-12-31 00:00:00,2534,2535,4.0,4.0,2.0,2015-12-31 00:00:00,2534,2535,3,2015-12-31 00:00:00,,0
2535,28,Non-Travel,Research & Development,7,3,Life Sciences,2536,1,Sales Executive,Divorced,89660,1.0,16,1,3,2,2,2015-12-31 00:00:00,2535,2536,3.0,4.0,3.0,2015-12-31 00:00:00,2535,2536,2,2015-12-31 00:00:00,,0
2536,29,Travel_Rarely,Research & Development,16,3,Medical,2537,1,Manufacturing Director,Divorced,22100,8.0,11,1,4,1,6,2015-12-31 00:00:00,2536,2537,4.0,3.0,3.0,2015-12-31 00:00:00,2536,2537,3,2015-12-31 00:00:00,,0
2537,42,Travel_Rarely,Sales,2,4,Medical,2538,2,Research Director,Single,45390,4.0,17,1,5,0,0,2015-12-31 00:00:00,2537,2538,4.0,3.0,3.0,2015-12-31 00:00:00,2537,2538,3,2015-12-31 00:00:00,,0
2538,32,Travel_Rarely,Research & Development,1,1,Medical,2539,2,Laboratory Technician,Single,27410,7.0,11,0,3,2,2,2015-12-31 00:00:00,2538,2539,3.0,2.0,2.0,2015-12-31 00:00:00,2538,2539,3,2015-12-31 00:00:00,,0
2539,46,Travel_Rarely,Research & Development,23,1,Life Sciences,2540,2,Laboratory Technician,Divorced,34910,2.0,14,0,0,2,8,2015-12-31 00:00:00,2539,2540,1.0,1.0,3.0,2015-12-31 00:00:00,2539,2540,3,2015-12-31 00:00:00,,0
2540,27,Travel_Rarely,Sales,2,3,Life Sciences,2541,5,Research Scientist,Married,45410,1.0,14,2,4,5,8,2015-12-31 00:00:00,2540,2541,2.0,3.0,3.0,2015-12-31 00:00:00,2540,2541,4,2015-12-31 00:00:00,,0
2541,29,Travel_Rarely,Research & Development,1,2,Medical,2542,3,Sales Executive,Married,26780,1.0,25,1,3,0,0,2015-12-31 00:00:00,2541,2542,4.0,2.0,3.0,2015-12-31 00:00:00,2541,2542,3,2015-12-31 00:00:00,,0
2542,43,Travel_Rarely,Research & Development,1,3,Life Sciences,2543,1,Manufacturing Director,Married,73790,7.0,13,2,3,6,14,2015-12-31 00:00:00,2542,2543,1.0,3.0,3.0,2015-12-31 00:00:00,2542,2543,2,2015-12-31 00:00:00,,0
2543,48,Travel_Rarely,Research & Development,2,3,Life Sciences,2544,2,Manager,Married,62720,4.0,14,0,3,12,9,2015-12-31 00:00:00,2543,2544,4.0,2.0,3.0,2015-12-31 00:00:00,2543,2544,2,2015-12-31 00:00:00,,0
2544,29,Travel_Frequently,Research & Development,13,2,Life Sciences,2545,1,Laboratory Technician,Single,52200,1.0,17,0,3,1,0,2015-12-31 00:00:00,2544,2545,4.0,4.0,2.0,2015-12-31 00:00:00,2544,2545,2,2015-12-31 00:00:00,2545.0,1
2545,46,Travel_Rarely,Research & Development,4,4,Medical,2546,2,Sales Representative,Married,27430,5.0,25,1,1,0,7,2015-12-31 00:00:00,2545,2546,3.0,2.0,3.0,2015-12-31 00:00:00,2545,2546,4,2015-12-31 00:00:00,2546.0,1
2546,27,Travel_Frequently,Research & Development,16,4,Medical,2547,3,Healthcare Representative,Married,49980,0.0,20,2,3,7,3,2015-12-31 00:00:00,2546,2547,4.0,1.0,2.0,2015-12-31 00:00:00,2546,2547,3,2015-12-31 00:00:00,,0
2547,39,Travel_Rarely,Research & Development,2,3,Technical Degree,2548,3,Healthcare Representative,Divorced,102520,8.0,13,1,3,2,2,2015-12-31 00:00:00,2547,2548,4.0,4.0,3.0,2015-12-31 00:00:00,2547,2548,3,2015-12-31 00:00:00,,0
2548,55,Travel_Rarely,Research & Development,2,3,Life Sciences,2549,1,Human Resources,Married,27810,8.0,13,1,2,0,4,2015-12-31 00:00:00,2548,2549,2.0,4.0,4.0,2015-12-31 00:00:00,2548,2549,3,2015-12-31 00:00:00,,0
2549,28,Travel_Rarely,Research & Development,29,2,Life Sciences,2550,2,Laboratory Technician,Married,68520,1.0,18,1,2,0,0,2015-12-31 00:00:00,2549,2550,2.0,2.0,3.0,2015-12-31 00:00:00,2549,2550,4,2015-12-31 00:00:00,,0
2550,30,Travel_Rarely,Sales,12,4,Life Sciences,2551,2,Sales Executive,Single,49500,1.0,12,2,3,0,0,2015-12-31 00:00:00,2550,2551,2.0,4.0,2.0,2015-12-31 00:00:00,2550,2551,3,2015-12-31 00:00:00,2551.0,1
2551,22,Travel_Rarely,Research & Development,16,2,Life Sciences,2552,2,Laboratory Technician,Single,35790,1.0,19,3,3,0,0,2015-12-31 00:00:00,2551,2552,4.0,2.0,3.0,2015-12-31 00:00:00,2551,2552,3,2015-12-31 00:00:00,2552.0,1
2552,36,Travel_Rarely,Research & Development,11,3,Life Sciences,2553,1,Sales Executive,Married,131910,1.0,14,1,2,1,7,2015-12-31 00:00:00,2552,2553,2.0,3.0,3.0,2015-12-31 00:00:00,2552,2553,2,2015-12-31 00:00:00,,0
2553,31,Travel_Rarely,Research & Development,2,4,Life Sciences,2554,5,Manager,Divorced,103770,1.0,14,0,2,0,2,2015-12-31 00:00:00,2553,2554,2.0,3.0,3.0,2015-12-31 00:00:00,2553,2554,3,2015-12-31 00:00:00,,0
2554,34,Travel_Rarely,Sales,14,2,Technical Degree,2555,1,Sales Executive,Married,22350,2.0,14,1,2,1,0,2015-12-31 00:00:00,2554,2555,3.0,4.0,3.0,2015-12-31 00:00:00,2554,2555,3,2015-12-31 00:00:00,,0
2555,29,Travel_Rarely,Research & Development,5,5,Life Sciences,2556,1,Sales Executive,Single,105020,3.0,12,0,4,1,2,2015-12-31 00:00:00,2555,2556,4.0,1.0,3.0,2015-12-31 00:00:00,2555,2556,2,2015-12-31 00:00:00,,0
2556,37,Travel_Rarely,Research & Development,7,2,Medical,2557,1,Manufacturing Director,Married,20110,5.0,13,0,4,0,4,2015-12-31 00:00:00,2556,2557,4.0,1.0,3.0,2015-12-31 00:00:00,2556,2557,4,2015-12-31 00:00:00,,0
2557,35,Travel_Rarely,Sales,2,1,Technical Degree,2558,2,Laboratory Technician,Married,18590,0.0,25,1,2,0,2,2015-12-31 00:00:00,2557,2558,4.0,2.0,3.0,2015-12-31 00:00:00,2557,2558,2,2015-12-31 00:00:00,,0
2558,45,Travel_Rarely,Research & Development,3,3,Medical,2559,2,Sales Executive,Married,37600,0.0,14,1,2,3,8,2015-12-31 00:00:00,2558,2559,2.0,4.0,2.0,2015-12-31 00:00:00,2558,2559,2,2015-12-31 00:00:00,,0
2559,36,Travel_Frequently,Research & Development,5,3,Medical,2560,4,Manufacturing Director,Single,177790,1.0,17,1,5,0,8,2015-12-31 00:00:00,2559,2560,2.0,4.0,2.0,2015-12-31 00:00:00,2559,2560,1,2015-12-31 00:00:00,,0
2560,40,Travel_Rarely,Research & Development,3,3,Other,2561,1,Sales Executive,Divorced,68330,2.0,13,0,3,11,16,2015-12-31 00:00:00,2560,2561,1.0,1.0,3.0,2015-12-31 00:00:00,2560,2561,3,2015-12-31 00:00:00,,0
2561,26,Travel_Rarely,Research & Development,26,2,Life Sciences,2562,2,Human Resources,Married,68120,1.0,13,0,2,1,0,2015-12-31 00:00:00,2561,2562,2.0,3.0,2.0,2015-12-31 00:00:00,2561,2562,2,2015-12-31 00:00:00,,0
2562,27,Travel_Rarely,Research & Development,4,3,Technical Degree,2563,2,Manufacturing Director,Single,51710,0.0,20,1,1,0,7,2015-12-31 00:00:00,2562,2563,1.0,3.0,2.0,2015-12-31 00:00:00,2562,2563,2,2015-12-31 00:00:00,,0
2563,48,Travel_Frequently,Research & Development,2,3,Life Sciences,2564,2,Research Director,Divorced,197400,3.0,14,0,2,4,7,2015-12-31 00:00:00,2563,2564,4.0,4.0,3.0,2015-12-31 00:00:00,2563,2564,4,2015-12-31 00:00:00,,0
2564,44,Travel_Rarely,Sales,1,2,Medical,2565,4,Manager,Married,187110,2.0,12,1,0,2,2,2015-12-31 00:00:00,2564,2565,2.0,1.0,3.0,2015-12-31 00:00:00,2564,2565,3,2015-12-31 00:00:00,,0
2565,34,Non-Travel,Research & Development,27,2,Life Sciences,2566,1,Sales Representative,Married,36920,1.0,12,1,5,3,0,2015-12-31 00:00:00,2565,2566,4.0,1.0,3.0,2015-12-31 00:00:00,2565,2566,3,2015-12-31 00:00:00,2566.0,1
2566,56,Travel_Rarely,Human Resources,1,2,Medical,2567,5,Sales Executive,Single,25590,1.0,21,0,3,1,0,2015-12-31 00:00:00,2566,2567,1.0,4.0,3.0,2015-12-31 00:00:00,2566,2567,3,2015-12-31 00:00:00,,0
2567,36,Travel_Rarely,Research & Development,13,3,Technical Degree,2568,3,Healthcare Representative,Married,25170,2.0,14,0,3,1,3,2015-12-31 00:00:00,2567,2568,3.0,2.0,1.0,2015-12-31 00:00:00,2567,2568,3,2015-12-31 00:00:00,,0
2568,41,Travel_Rarely,Research & Development,5,3,Life Sciences,2569,1,Sales Executive,Married,66230,5.0,18,0,3,1,4,2015-12-31 00:00:00,2568,2569,3.0,2.0,3.0,2015-12-31 00:00:00,2568,2569,3,2015-12-31 00:00:00,,0
2569,42,Travel_Rarely,Research & Development,7,3,Technical Degree,2570,2,Sales Executive,Married,182650,9.0,12,1,4,5,7,2015-12-31 00:00:00,2569,2570,3.0,1.0,4.0,2015-12-31 00:00:00,2569,2570,3,2015-12-31 00:00:00,,0
2570,31,Travel_Rarely,Sales,9,4,Life Sciences,2571,1,Sales Executive,Divorced,161240,2.0,23,1,2,1,4,2015-12-31 00:00:00,2570,2571,3.0,4.0,3.0,2015-12-31 00:00:00,2570,2571,2,2015-12-31 00:00:00,,0
2571,34,Travel_Rarely,Research & Development,8,1,Life Sciences,2572,3,Laboratory Technician,Married,25850,3.0,12,0,5,0,1,2015-12-31 00:00:00,2571,2572,4.0,4.0,2.0,2015-12-31 00:00:00,2571,2572,3,2015-12-31 00:00:00,,0
